,original_date,previous_date,wins_today,wins_last_game,away_win,away_loss,away_team_hits,away_team_errors,away_team_hr,away_team_sb,away_team_so,home_win,home_loss,home_team_hits,home_team_errors,home_team_hr,home_team_sb,home_team_so,away_team_runs,home_team_runs,gameday_link,isHome,score_diff,opponentAngels,opponentAstros,opponentAthletics,opponentBlue.Jays,opponentBraves,opponentBrewers,opponentCardinals,opponentCubs,opponentD.backs,opponentDodgers,opponentGiants,opponentIndians,opponentMariners,opponentMarlins,opponentMets,opponentNationals,opponentPadres,opponentPhillies,opponentPirates,opponentRangers,opponentRays,opponentRed.Sox,opponentReds,opponentRockies,opponentRoyals,opponentTides,opponentTigers,opponentTwins,opponentWhite.Sox,opponentYankees,Prev_opponentAngels,Prev_opponentAstros,Prev_opponentAthletics,Prev_opponentBlue.Jays,Prev_opponentBraves,Prev_opponentBrewers,Prev_opponentCardinals,Prev_opponentCubs,Prev_opponentD.backs,Prev_opponentDodgers,Prev_opponentGiants,Prev_opponentIndians,Prev_opponentMariners,Prev_opponentMarlins,Prev_opponentMets,Prev_opponentNationals,Prev_opponentPadres,Prev_opponentPhillies,Prev_opponentPirates,Prev_opponentRangers,Prev_opponentRays,Prev_opponentRed.Sox,Prev_opponentReds,Prev_opponentRockies,Prev_opponentRoyals,Prev_opponentTides,Prev_opponentTigers,Prev_opponentTwins,Prev_opponentWhite.Sox,Prev_opponentYankees
474,6/18/16,6/17/16,1,0,39,31,13,1,5,0,10,38,28,7,0,1,0,8,13,3,2016_06_17_tormlb_balmlb_1,1,-10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,6/19/16,6/18/16,1,1,39,32,7,0,1,0,4,39,28,9,1,1,0,9,2,4,2016_06_18_tormlb_balmlb_1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,6/20/16,6/19/16,0,1,39,33,7,0,2,0,8,40,28,19,1,2,0,8,6,11,2016_06_19_tormlb_balmlb_1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,6/21/16,6/20/16,0,0,40,29,15,0,0,0,8,46,25,9,0,1,1,7,3,4,2016_06_20_balmlb_texmlb_1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
478,6/22/16,6/21/16,1,0,30,42,15,1,1,2,14,40,30,10,2,2,0,7,10,7,2016_06_21_sdnmlb_balmlb_1,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
479,6/24/16,6/22/16,1,1,30,43,5,1,0,2,4,41,30,11,0,2,0,11,2,7,2016_06_22_sdnmlb_balmlb_1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
480,6/25/16,6/24/16,1,1,31,40,9,1,1,0,7,42,30,8,0,2,0,6,3,6,2016_06_24_tbamlb_balmlb_1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
482,6/26/16,6/25/16,1,1,31,42,14,1,1,1,2,44,30,14,0,4,0,5,6,8,2016_06_25_tbamlb_balmlb_2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
483,6/28/16,6/26/16,1,1,31,43,12,0,2,0,9,45,30,17,0,3,0,6,5,12,2016_06_26_tbamlb_balmlb_1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
484,6/29/16,6/28/16,1,1,46,30,17,1,3,0,9,33,45,8,1,2,2,7,11,7,2016_06_28_balmlb_sdnmlb_1,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
485,6/30/16,6/29/16,0,1,47,30,12,0,1,0,8,33,46,8,1,1,0,10,12,6,2016_06_29_balmlb_sdnmlb_1,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
486,7/1/16,6/30/16,0,0,47,31,8,1,1,0,7,40,39,9,0,1,0,11,3,5,2016_06_30_balmlb_seamlb_1,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,7/2/16,7/1/16,0,0,47,32,5,0,1,0,10,41,39,10,1,3,0,11,2,5,2016_07_01_balmlb_seamlb_1,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,7/3/16,7/2/16,0,0,47,33,12,0,1,0,5,42,39,16,1,5,1,4,6,12,2016_07_02_balmlb_seamlb_1,-1,-6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,7/4/16,7/3/16,0,0,47,34,12,1,1,0,8,43,39,10,1,1,0,6,4,9,2016_07_03_balmlb_seamlb_1,-1,-5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,7/5/16,7/4/16,1,0,47,35,8,0,0,0,7,48,37,9,0,2,0,8,5,7,2016_07_04_balmlb_lanmlb_1,-1,-2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,7/6/16,7/5/16,1,1,48,35,9,0,1,0,7,48,38,6,1,0,0,11,4,1,2016_07_05_balmlb_lanmlb_1,-1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,7/8/16,7/6/16,0,1,49,35,13,0,2,0,18,48,39,16,0,1,0,18,6,4,2016_07_06_balmlb_lanmlb_1,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,7/9/16,7/8/16,1,0,37,50,10,2,0,0,7,49,36,9,2,3,0,3,9,5,2016_07_08_anamlb_balmlb_1,1,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,7/10/16,7/9/16,1,1,37,51,8,0,0,0,9,50,36,10,0,1,0,4,2,3,2016_07_09_anamlb_balmlb_1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,7/15/16,7/10/16,1,1,37,52,5,1,0,0,7,51,36,12,1,2,0,6,2,4,2016_07_10_anamlb_balmlb_1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,7/16/16,7/15/16,1,1,52,36,7,0,2,0,7,34,55,9,0,0,0,6,4,3,2016_07_15_balmlb_tbamlb_1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
497,7/17/16,7/16/16,0,1,53,36,7,0,1,0,6,34,56,4,0,0,0,2,2,1,2016_07_16_balmlb_tbamlb_1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
498,7/18/16,7/17/16,0,0,53,37,8,0,1,0,5,35,56,6,0,4,0,14,2,5,2016_07_17_balmlb_tbamlb_1,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
499,7/19/16,7/18/16,0,0,53,38,5,0,1,1,6,46,46,7,1,1,0,6,1,2,2016_07_18_balmlb_nyamlb_1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
500,7/20/16,7/19/16,0,0,53,39,4,1,0,0,5,47,46,7,0,2,2,6,1,7,2016_07_19_balmlb_nyamlb_1,-1,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
501,7/21/16,7/20/16,1,0,53,40,5,0,0,0,6,48,46,6,1,2,0,11,0,5,2016_07_20_balmlb_nyamlb_1,-1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
502,7/22/16,7/21/16,1,1,54,40,9,0,0,0,8,48,47,5,1,0,0,3,4,1,2016_07_21_balmlb_nyamlb_1,-1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,7/23/16,7/22/16,1,1,56,39,8,0,0,0,6,55,40,10,0,2,0,9,1,5,2016_07_22_clemlb_balmlb_1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,7/24/16,7/23/16,1,1,56,40,7,0,0,0,0,56,40,10,0,0,0,0,2,5,2016_07_23_clemlb_balmlb_1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,7/25/16,7/24/16,1,1,56,41,7,1,0,0,11,57,40,7,1,2,0,6,3,5,2016_07_24_clemlb_balmlb_1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,7/26/16,7/25/16,0,1,47,52,6,3,1,0,4,58,40,6,0,0,0,11,2,3,2016_07_25_colmlb_balmlb_1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
507,7/27/16,7/26/16,0,0,48,52,9,0,0,0,6,58,41,5,0,1,0,7,6,3,2016_07_26_colmlb_balmlb_1,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
508,7/28/16,7/27/16,0,0,49,52,5,0,2,1,6,58,42,6,0,1,0,11,3,1,2016_07_27_colmlb_balmlb_1,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
509,7/29/16,7/28/16,0,0,58,43,11,0,1,0,10,38,63,12,0,1,1,7,2,6,2016_07_28_balmlb_minmlb_1,-1,-4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
510,7/30/16,7/29/16,0,0,58,44,7,1,1,0,7,58,45,7,2,3,0,9,5,6,2016_07_29_balmlb_tormlb_1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,7/31/16,7/30/16,1,0,58,45,5,0,1,0,11,59,45,10,0,1,0,13,1,9,2016_07_30_balmlb_tormlb_1,-1,-8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,8/2/16,7/31/16,1,1,59,45,8,0,1,0,11,59,46,6,0,1,0,11,6,2,2016_07_31_balmlb_tormlb_1,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,8/3/16,8/2/16,1,1,62,45,3,0,0,0,11,60,45,9,0,4,0,9,1,5,2016_08_02_texmlb_balmlb_1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
514,8/4/16,8/3/16,0,1,62,46,7,0,1,0,6,61,45,4,0,0,1,7,2,3,2016_08_03_texmlb_balmlb_1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
515,8/5/16,8/4/16,1,0,63,46,11,0,1,0,7,61,46,9,0,3,0,10,5,3,2016_08_04_texmlb_balmlb_1,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
516,8/6/16,8/5/16,0,1,62,46,16,4,2,0,7,52,57,10,1,1,1,4,7,5,2016_08_05_balmlb_chamlb_1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
517,8/7/16,8/6/16,1,0,62,47,6,0,0,0,7,53,57,10,1,2,0,10,2,4,2016_08_06_balmlb_chamlb_1,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
518,8/8/16,8/7/16,0,1,63,47,12,0,5,0,12,53,58,4,0,1,0,2,10,2,2016_08_07_balmlb_chamlb_1,-1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
519,8/9/16,8/8/16,0,0,63,48,7,0,1,0,7,49,63,7,0,1,0,7,2,3,2016_08_08_balmlb_oakmlb_1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,8/10/16,8/9/16,0,0,63,49,3,0,1,0,4,50,63,6,0,0,0,6,1,2,2016_08_09_balmlb_oakmlb_1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,8/11/16,8/10/16,1,0,63,50,7,0,0,0,9,51,63,4,0,0,0,3,0,1,2016_08_10_balmlb_oakmlb_1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,8/12/16,8/11/16,1,1,64,50,11,0,2,0,4,51,64,10,1,2,0,9,9,6,2016_08_11_balmlb_oakmlb_1,-1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,8/13/16,8/12/16,0,1,65,50,10,0,2,0,7,65,50,5,1,0,0,11,5,2,2016_08_12_balmlb_sfnmlb_1,-1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,8/14/16,8/13/16,1,0,65,51,5,0,0,0,13,66,50,7,0,1,1,10,2,6,2016_08_13_balmlb_sfnmlb_1,-1,-4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,8/16/16,8/14/16,0,1,66,51,15,1,2,0,4,66,51,14,1,1,1,7,8,7,2016_08_14_balmlb_sfnmlb_1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,8/17/16,8/16/16,0,0,66,52,7,0,2,0,13,66,52,4,0,0,0,6,5,3,2016_08_16_bosmlb_balmlb_1,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
527,8/18/16,8/17/16,1,0,67,52,13,1,2,1,4,66,53,4,0,1,0,4,8,1,2016_08_17_bosmlb_balmlb_1,1,-7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
528,8/19/16,8/18/16,0,1,61,60,7,0,2,0,5,67,53,18,1,6,0,11,5,13,2016_08_18_houmlb_balmlb_1,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,8/20/16,8/19/16,0,0,62,60,18,1,4,1,8,67,54,10,0,5,0,12,15,8,2016_08_19_houmlb_balmlb_1,1,-7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,8/21/16,8/20/16,0,0,63,60,14,0,3,0,9,67,55,7,1,2,0,4,12,2,2016_08_20_houmlb_balmlb_1,1,-10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,8/22/16,8/21/16,1,0,64,60,9,0,1,1,7,67,56,6,1,2,0,5,5,3,2016_08_21_houmlb_balmlb_1,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,8/23/16,8/22/16,1,1,73,51,5,0,2,1,9,68,56,5,0,2,0,9,3,4,2016_08_22_wasmlb_balmlb_1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,8/24/16,8/23/16,1,1,73,52,10,1,0,0,8,69,56,13,0,1,0,3,1,8,2016_08_23_wasmlb_balmlb_1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,8/25/16,8/24/16,0,1,70,56,12,0,2,0,11,73,53,15,2,2,0,8,10,8,2016_08_24_balmlb_wasmlb_1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,8/26/16,8/25/16,0,0,70,57,3,0,0,1,6,74,53,10,0,1,2,10,0,4,2016_08_25_balmlb_wasmlb_1,-1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,8/27/16,8/26/16,0,0,70,58,7,3,2,0,4,66,61,18,1,3,0,7,4,14,2016_08_26_balmlb_nyamlb_1,-1,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
537,8/28/16,8/27/16,1,0,70,59,12,0,3,0,11,67,61,18,0,3,2,8,5,13,2016_08_27_balmlb_nyamlb_1,-1,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
538,8/29/16,8/28/16,0,1,71,59,10,0,2,0,10,67,62,8,0,0,1,9,5,0,2016_08_28_balmlb_nyamlb_1,-1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
539,8/30/16,8/29/16,1,0,75,56,7,0,2,0,7,71,60,4,0,1,0,11,5,1,2016_08_29_tormlb_balmlb_1,1,-4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,8/31/16,8/30/16,0,1,75,57,7,0,1,1,5,72,60,7,1,3,0,5,3,5,2016_08_30_tormlb_balmlb_1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,9/2/16,8/31/16,1,0,76,57,9,1,3,0,4,72,61,8,0,1,0,8,5,3,2016_08_31_tormlb_balmlb_1,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,9/3/16,9/2/16,1,1,69,64,2,0,0,0,11,73,61,10,0,4,0,7,0,8,2016_09_02_nyamlb_balmlb_1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
